province,district,cluster,HHID,ubudehe,sex,age,electricity,urban_rural,paid_work,school,marital_code,HH_WT,C_hhweight,source,marital,type,quantity,frequency,expenditure,light_percentage,monthly_expenditure,annual_expenditure,all_fuel_exp,clean_cooking,cookstove_type,injury,minute_spent,fuel_availability,availability.fac,mobile_num,smart_phone,charge_home.code,charge_outside.code,charge_expenditure,internet,minigrid_pay.code,nationalgrid_pay.code,charge_home,charge_outside,minigrid_pay,nationalgrid_pay,mobile_exp,N01,N02,ownership,main_energy.code,main_energy,candle_exp,solar,grid,no_elec,charcoal_exp,wood_exp,gas_exp,biomass_exp,kerosene_exp
Kigali City,Nyarugenge,2,110201101,2,1,32,1,2,2,1,2,221.941,224.2671993,National grid,Married monogamously without certificate,Candle,1,21,100,NA,142.8571429,1738.095238,1.49,0,Traditional/Locally built stove,NA,15,2,Mostly available,1,2,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,1,1,No account,1,National grid,1.49,0,1,0,0,0,0,0,0
Kigali City,Nyarugenge,2,110201201,1,2,53,1,2,2,1,8,221.941,224.2671993,National grid,Widow/Widower,Candle,1,14,100,NA,214.2857143,2607.142857,2.24,0,Traditional/Locally built stove,NA,5,2,Mostly available,3,2,1,NA,NA,2,NA,NA,Yes,NA,NA,NA,0,1,1,No account,1,National grid,2.24,0,1,0,0,0,0,0,0
Kigali City,Nyarugenge,2,110201301,2,1,47,1,2,1,1,1,221.941,224.2671993,National grid, Married monogamously with legal certificate,Candle,1,14,100,NA,214.2857143,2607.142857,2.24,0,Traditional/Locally built stove,NA,15,2,Mostly available,1,2,1,NA,NA,2,NA,NA,Yes,NA,NA,NA,0,1,1,No account,1,National grid,2.24,0,1,0,0,0,0,0,0
Kigali City,Nyarugenge,2,110201401,2,1,54,1,2,2,1,1,221.941,224.2671993,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,15,3,Sometimes available,2,2,1,NA,NA,2,NA,555,Yes,NA,NA,"Other, specify",0,1,3,Joint account (with spouse),1,National grid,0,0,1,0,0,15.7,0,0,0
Kigali City,Nyarugenge,2,110201501,3,1,34,1,2,1,1,2,221.941,224.2671993,National grid,Married monogamously without certificate,NA,NA,NA,NA,NA,NA,0,0,0,Traditional/Locally built stove,NA,10,2,Mostly available,2,1,1,NA,NA,2,NA,555,Yes,NA,NA,"Other, specify",0,1,3,Joint account (with spouse),1,National grid,0,0,1,0,0,12.56,0,0,0
Kigali City,Nyarugenge,2,110201601,2,1,61,1,2,1,1,1,221.941,224.2671993,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,0,Traditional/Locally built stove,NA,5,3,Sometimes available,1,2,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,2,1,No account,1,National grid,0,0,1,0,0,0,0,0,0
Kigali City,Nyarugenge,2,110201801,3,1,47,1,2,1,1,2,221.941,224.2671993,National grid,Married monogamously without certificate,NA,NA,NA,NA,NA,NA,0,0,0,Traditional/Locally built stove,NA,5,1,Always available,2,2,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,1,1,No account,1,National grid,0,0,1,0,0,15.7,0,0,0
Kigali City,Nyarugenge,2,110202201,1,2,50,1,2,1,0,6,221.941,224.2671993,National grid,Separated,Candle,1,14,100,NA,214.2857143,2607.142857,2.24,0,Traditional/Locally built stove,NA,15,2,Mostly available,2,2,1,NA,NA,2,NA,2,Yes,NA,NA,Vouchers/token/pre-paid card from local store,0,1,1,No account,1,National grid,2.24,0,1,0,0,67.26,0,0,0
Kigali City,Nyarugenge,3,110300101,1,2,53,0,2,2,1,7,179.5065937,170.7883849,No electricity,Single,NA,NA,NA,NA,NA,NA,0,0,0,3-Stones/Open fire stove,NA,5,3,Sometimes available,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,No account,111,No electricity,0,0,0,1,0,0,0,0,0
Kigali City,Nyarugenge,3,110300201,2,2,70,0,2,2,0,8,179.5065937,170.7883849,No electricity,Widow/Widower,Kerosene,1,2,400,95,6000,73000,62.78,0,3-Stones/Open fire stove,NA,5,2,Mostly available,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,No account,111,No electricity,0,0,0,1,0,0,0,0,62.78
Kigali City,Nyarugenge,3,110300301,2,2,70,1,2,2,0,7,1566.603,1370.326395,National grid,Single,NA,NA,NA,NA,NA,NA,0,0,0,Traditional/Locally built stove,NA,15,2,Mostly available,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Cash,0,1,1,No account,1,National grid,0,0,1,0,0,0,0,0,0
Kigali City,Nyarugenge,3,110300401,3,1,46,1,2,1,1,2,179.5065937,170.7883849,Solar Home System,Married monogamously without certificate,NA,NA,NA,NA,NA,NA,0,0,0,Traditional/Locally built stove,NA,5,2,Mostly available,2,2,1,NA,NA,2,NA,NA,Yes,NA,NA,NA,0,2,1,No account,6,Solar Home System,0,1,0,0,0,0,0,0,0
Kigali City,Nyarugenge,3,110300501,3,1,42,1,2,1,1,2,1566.603,1370.326395,National grid,Married monogamously without certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,5,3,Sometimes available,2,2,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,1,1,No account,1,National grid,0,0,1,0,15.7,0,0,0,0
Kigali City,Nyarugenge,3,110300601,3,1,73,0,2,2,0,8,179.5065937,170.7883849,No electricity,Widow/Widower,NA,NA,NA,NA,NA,NA,0,0,0,3-Stones/Open fire stove,NA,2,3,Sometimes available,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,Own account,111,No electricity,0,0,0,1,0,0,0,0,0
Kigali City,Nyarugenge,3,110300701,3,1,37,0,2,2,0,1,179.5065937,170.7883849,No electricity, Married monogamously with legal certificate,Kerosene,1,7,900,90,3857.142857,46928.57143,40.36,0,3-Stones/Open fire stove,NA,10,3,Sometimes available,1,2,2,1,800,2,NA,NA,No,1,NA,NA,0.688,1,1,No account,111,No electricity,0,0,0,1,0,0,0,0,40.36
Kigali City,Nyarugenge,3,110300801,3,1,46,0,2,1,1,5,179.5065937,170.7883849,No electricity,Divorced,Kerosene,2,1,800,90,24000,292000,251.12,0,Other cookstove,NA,5,NA,NA,4,1,2,4,3200,2,NA,NA,No,4,NA,NA,2.752,1,1,No account,111,No electricity,0,0,0,1,115.1,0,0,0,251.12
Kigali City,Nyarugenge,3,110300901,2,2,50,1,2,2,0,8,1566.603,1370.326395,National grid,Widow/Widower,NA,NA,NA,NA,NA,NA,0,0,0,Traditional/Locally built stove,NA,15,2,Mostly available,2,2,1,NA,NA,2,NA,555,Yes,NA,NA,"Other, specify",0,1,1,No account,1,National grid,0,0,1,0,0,0,0,0,0
Kigali City,Nyarugenge,3,110301001,1,1,37,1,2,2,0,2,1566.603,1370.326395,National grid,Married monogamously without certificate,Candle,1,7,100,NA,428.5714286,5214.285714,4.48,0,Traditional/Locally built stove,NA,5,2,Mostly available,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Cash,0,2,2,Own account,1,National grid,4.48,0,1,0,0,12.56,0,0,0
Kigali City,Nyarugenge,3,110301101,2,1,42,1,2,1,1,1,1566.603,1370.326395,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,0,Traditional/Locally built stove,NA,10,2,Mostly available,2,1,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,2,1,No account,1,National grid,0,0,1,0,0,89.69,0,0,0
Kigali City,Nyarugenge,3,110301201,3,1,51,1,2,1,1,1,1566.603,1370.326395,National grid, Married monogamously with legal certificate,Candle,1,30,100,NA,100,1216.666667,1.05,0,Traditional/Locally built stove,NA,5,1,Always available,2,1,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,2,1,No account,1,National grid,1.05,0,1,0,0,0,0,0,0
Kigali City,Nyarugenge,3,110301301,3,1,41,1,2,1,1,1,1566.603,1370.326395,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,10,2,Mostly available,1,2,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,2,2,Own account,1,National grid,0,0,1,0,125.56,0,0,0,0
Kigali City,Nyarugenge,3,110301401,1,2,50,0,2,2,1,6,179.5065937,170.7883849,No electricity,Separated,NA,NA,NA,NA,NA,NA,0,0,0,3-Stones/Open fire stove,NA,7,2,Mostly available,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,No account,111,No electricity,0,0,0,1,0,12.56,0,0,0
Kigali City,Nyarugenge,3,110301501,2,1,32,0,2,1,1,2,179.5065937,170.7883849,No electricity,Married monogamously without certificate,Candle,15,1,200,NA,6000,73000,62.78,0,3-Stones/Open fire stove,NA,5,1,Always available,1,2,2,1,800,2,NA,NA,No,1,NA,NA,0.688,2,1,No account,111,No electricity,62.78,0,0,1,0,12.56,0,0,0
Kigali City,Nyarugenge,3,110301601,2,1,44,1,2,1,1,1,1566.603,1370.326395,National grid, Married monogamously with legal certificate,Candle,2,30,200,NA,200,2433.333333,2.09,0,Traditional/Locally built stove,NA,10,4,Rarely available,2,2,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,2,2,Own account,1,National grid,2.09,0,1,0,0,0,0,0,0
Kigali City,Nyarugenge,3,110301701,2,1,41,1,2,2,1,1,1566.603,1370.326395,National grid, Married monogamously with legal certificate,Candle,2,21,200,NA,285.7142857,3476.190476,2.99,0,Traditional/Locally built stove,NA,5,2,Mostly available,2,2,1,NA,NA,2,NA,1,Yes,NA,NA,Cash,0,2,1,No account,1,National grid,2.99,0,1,0,0,0,0,0,0
Kigali City,Nyarugenge,3,110301801,2,1,48,1,2,1,0,1,1566.603,1370.326395,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,0,Traditional/Locally built stove,NA,5,2,Mostly available,1,2,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,2,1,No account,1,National grid,0,0,1,0,0,0,0,0,0
Kigali City,Nyarugenge,4,110400101,2,2,35,1,1,2,1,7,262.5804,252.1639913,National grid,Single,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,10,1,Always available,1,2,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,1,1,No account,1,National grid,0,0,1,0,0,31.39,0,0,0
Kigali City,Nyarugenge,4,110400201,3,1,62,1,1,1,1,1,262.5804,252.1639913,National grid, Married monogamously with legal certificate,Candle,10,30,100,NA,100,1216.666667,1.05,1,Manufactured biomass stove,NA,10,2,Mostly available,3,2,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,2,4,Joint account (with savings group),1,National grid,1.05,0,1,0,125.56,0,0,0,0
Kigali City,Nyarugenge,4,110400301,2,1,32,1,1,1,1,2,262.5804,252.1639913,National grid,Married monogamously without certificate,Candle,2,14,200,NA,428.5714286,5214.285714,4.48,1,Manufactured biomass stove,NA,10,2,Mostly available,1,2,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,2,1,No account,1,National grid,4.48,0,1,0,104.63,0,0,0,0
Kigali City,Nyarugenge,4,110400401,3,1,39,1,1,1,0,2,262.5804,252.1639913,National grid,Married monogamously without certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,5,2,Mostly available,4,1,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,3,2,Own account,1,National grid,0,0,1,0,125.56,0,0,0,0
Kigali City,Nyarugenge,4,110400501,3,1,38,1,1,1,1,1,262.5804,252.1639913,National grid, Married monogamously with legal certificate,Candle,1,21,200,NA,285.7142857,3476.190476,2.99,1,Manufactured biomass stove,NA,20,1,Always available,3,1,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,3,1,No account,1,National grid,2.99,0,1,0,104.63,0,219.73,0,0
Kigali City,Nyarugenge,4,110400601,3,1,33,1,1,2,1,1,262.5804,252.1639913,National grid, Married monogamously with legal certificate,Candle,1,30,200,NA,200,2433.333333,2.09,1,LPG stove,NA,1,NA,NA,2,1,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,2,2,Own account,1,National grid,2.09,0,1,0,0,0,188.34,0,0
Kigali City,Nyarugenge,4,110400701,3,1,29,1,1,2,1,1,262.5804,252.1639913,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,5,1,Always available,2,2,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,2,1,No account,1,National grid,0,0,1,0,104.63,0,0,0,0
Kigali City,Nyarugenge,4,110400801,2,2,24,1,1,2,1,7,262.5804,252.1639913,National grid,Single,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,20,1,Always available,1,2,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,1,1,No account,1,National grid,0,0,1,0,94.17,0,0,0,0
Kigali City,Nyarugenge,4,110400901,2,1,45,1,1,1,1,1,262.5804,252.1639913,National grid, Married monogamously with legal certificate,Candle,1,30,100,NA,100,1216.666667,1.05,1,Manufactured biomass stove,NA,15,1,Always available,2,1,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,2,3,Joint account (with spouse),1,National grid,1.05,0,1,0,0,0,0,0,0
Kigali City,Nyarugenge,4,110401001,2,1,44,1,1,2,1,1,262.5804,252.1639913,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,10,1,Always available,3,1,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,1,2,Own account,1,National grid,0,0,1,0,104.63,0,0,0,0
Kigali City,Nyarugenge,4,110401101,3,1,39,1,1,1,1,1,262.5804,252.1639913,National grid, Married monogamously with legal certificate,Candle,10,14,500,NA,1071.428571,13035.71429,11.21,1,Manufactured biomass stove,NA,10,2,Mostly available,4,1,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,2,3,Joint account (with spouse),1,National grid,11.21,0,1,0,1076.23,0,219.73,0,0
Kigali City,Nyarugenge,4,110401201,3,1,38,1,1,1,1,2,262.5804,252.1639913,National grid,Married monogamously without certificate,NA,NA,NA,NA,NA,NA,0,0,1,LPG stove,NA,1,NA,NA,3,1,1,NA,NA,1,NA,1,Yes,NA,NA,Cash,0,2,3,Joint account (with spouse),1,National grid,0,0,1,0,0,0,209.27,0,0
Kigali City,Nyarugenge,4,110401301,2,2,36,1,1,2,1,6,262.5804,252.1639913,National grid,Separated,Candle,1,21,100,NA,142.8571429,1738.095238,1.49,1,Manufactured biomass stove,NA,15,2,Mostly available,1,1,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,1,1,No account,1,National grid,1.49,0,1,0,0,0,0,20.93,0
Kigali City,Nyarugenge,4,110401501,2,1,40,1,1,1,1,2,262.5804,252.1639913,National grid,Married monogamously without certificate,Candle,2,7,100,NA,428.5714286,5214.285714,4.48,1,Manufactured biomass stove,NA,15,2,Mostly available,2,2,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,2,2,Own account,1,National grid,4.48,0,1,0,15.7,0,0,0,0
Kigali City,Nyarugenge,4,110401701,3,2,46,1,1,2,1,8,262.5804,252.1639913,National grid,Widow/Widower,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,15,2,Mostly available,2,1,1,NA,NA,2,NA,1,Yes,NA,NA,Cash,0,1,2,Own account,1,National grid,0,0,1,0,156.95,0,0,0,0
Kigali City,Nyarugenge,4,110401901,3,1,41,1,1,1,1,1,262.5804,252.1639913,National grid, Married monogamously with legal certificate,Candle,1,30,1000,NA,1000,12166.66667,10.46,1,Manufactured biomass stove,NA,15,2,Mostly available,2,1,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,2,1,No account,1,National grid,10.46,0,1,0,0,0,0,20.93,0
Kigali City,Nyarugenge,4,110402101,3,1,25,1,1,1,1,7,262.5804,252.1639913,National grid,Single,NA,NA,NA,NA,NA,NA,0,0,1,LPG stove,NA,1,NA,NA,5,1,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,1,2,Own account,1,National grid,0,0,1,0,0,0,448.43,0,0
Kigali City,Nyarugenge,4,110402201,3,2,45,1,1,1,1,8,262.5804,252.1639913,National grid,Widow/Widower,Candle,3,14,100,NA,214.2857143,2607.142857,2.24,1,Manufactured biomass stove,NA,15,1,Always available,7,1,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,1,2,Own account,1,National grid,2.24,0,1,0,104.63,0,0,0,0
Kigali City,Nyarugenge,5,110500101,3,1,42,0,1,1,1,2,35.61450628,34.95401376,No electricity,Married monogamously without certificate,NA,NA,NA,NA,NA,NA,0,0,0,Other cookstove,NA,5,NA,NA,1,2,2,1,100,2,NA,NA,No,1,NA,NA,0.086,2,2,Own account,111,No electricity,0,0,0,1,94.17,0,0,0,0
Kigali City,Nyarugenge,5,110500201,2,1,46,0,1,1,0,1,35.61450628,34.95401376,No electricity, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,0,Other cookstove,NA,5,NA,NA,1,2,2,1,100,2,NA,NA,No,1,NA,NA,0.086,2,3,Joint account (with spouse),111,No electricity,0,0,0,1,156.95,0,0,0,0
Kigali City,Nyarugenge,5,110500301,2,1,30,0,1,1,1,1,35.61450628,34.95401376,No electricity, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,0,Other cookstove,NA,5,NA,NA,2,1,2,2,200,2,NA,NA,No,2,NA,NA,0.172,2,3,Joint account (with spouse),111,No electricity,0,0,0,1,125.56,0,0,0,0
