PROVINCE,DISTRICT,Cluster,HI04,HI05,TYPEHH,HH_WT,C_hhweight,B01,B02,B02_OTHER,B03,B04,B05,B05_OTHER,B06_1,B06_2,B06_3,B06_4,B06_5,B06_OTHER,B07_1,B07_2,B07_3,B07_4,B07_OTHER,B08_01,B08_02,B08_03,B08_04,B08_05,B08_06,B08_07,B08_08,B08_09,B08_10,B08_11,B08_12,B08_13,B08_14,B08_15,B08_OTHER,B09,B10,B11_01,B11_02,B11_03,B11_04,B11_05,B11_06,B11_07,B11_08,B11_09,B11_10,B11_11,B11_12,B11_13,B11_OTHER,B12,B13,B14
Kigali City,Kicukiro,38,Urban,1,Ordinary HH,258.3678,226.5267975280026,01,Electricity from REG,,,,Cement,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,Category 3,Owner
Kigali City,Kicukiro,38,Urban,2,Ordinary HH,258.3678,226.5267975280026,01,Electricity from REG,,,,Cement,,Yes,,,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,Category 2,Owner
Kigali City,Kicukiro,38,Urban,3,Ordinary HH,258.3678,226.5267975280026,01,Electricity from REG,,,,Clay tiles,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,Category 3,Owner
Kigali City,Kicukiro,38,Urban,4,Ordinary HH,258.3678,226.5267975280026,01,Electricity from REG,,,,Cement,,,,Yes,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,Yes,No,,,,,,,,,,,,,,,,Category 3,Owner
Kigali City,Kicukiro,38,Urban,5,Ordinary HH,258.3678,226.5267975280026,02,Electricity from REG,,,,Cement,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,Don't know/ Don't have,Tenant
Kigali City,Kicukiro,38,Urban,6,Ordinary HH,258.3678,226.5267975280026,02,Electricity from REG,,,,Cement,,,,Yes,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,,,,,,,,,Category 3,Owner
Kigali City,Kicukiro,38,Urban,7,Ordinary HH,258.3678,226.5267975280026,01,Electricity from REG,,,,Cement,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,,,,Yes,,,,,,,,,,,Category 2,Owner
Kigali City,Kicukiro,38,Urban,8,Ordinary HH,258.3678,226.5267975280026,01,Electricity from REG,,,,Cement,,,,Yes,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,,,,,,,,,Category 2,Owner
Kigali City,Kicukiro,38,Urban,9,Ordinary HH,258.3678,226.5267975280026,01,Electricity from REG,,,,Cement,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,,,,,,,,,Category 3,Owner
Kigali City,Kicukiro,38,Urban,10,Ordinary HH,258.3678,226.5267975280026,01,Electricity from REG,,,,Clay tiles,,Yes,,,,,,Yes,,,,,Yes,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,Category 2,Owner
Kigali City,Kicukiro,38,Urban,11,Ordinary HH,258.3678,226.5267975280026,01,Electricity from REG,,,,Clay tiles,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,Category 3,Tenant
Kigali City,Kicukiro,38,Urban,12,Ordinary HH,258.3678,226.5267975280026,02,Electricity from REG,,,,Clay tiles,,Yes,,,,,,Yes,,,,,Yes,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,Category 3,Owner
Kigali City,Kicukiro,38,Urban,13,Ordinary HH,258.3678,226.5267975280026,01,Electricity from REG,,,,Cement,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,Don't know/ Don't have,Tenant
Kigali City,Kicukiro,38,Urban,14,Ordinary HH,258.3678,226.5267975280026,01,Electricity from REG,,,,Cement,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,,,Category 3,Tenant
Kigali City,Kicukiro,38,Urban,15,Ordinary HH,258.3678,226.5267975280026,02,Electricity from REG,,,,Cement,,,,Yes,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,,,,Yes,,,,,,,,,,,Category 2,Tenant
Kigali City,Kicukiro,38,Urban,16,Ordinary HH,258.3678,226.5267975280026,01,Electricity from REG,,,,Cement,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,,,,,,,,,Category 3,Owner
Kigali City,Kicukiro,38,Urban,17,Ordinary HH,258.3678,226.5267975280026,01,Electricity from REG,,,,Cement,,Yes,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,Category 2,Owner
Kigali City,Kicukiro,38,Urban,18,Ordinary HH,258.3678,226.5267975280026,01,Electricity from REG,,,,Cement,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Category 2,Tenant
Kigali City,Kicukiro,39,Urban,1,Ordinary HH,274.0154000000001,268.7833633817031,01,Electricity from REG,,,,Clay tiles,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,Category 3,Owner
Kigali City,Kicukiro,39,Urban,2,Ordinary HH,274.0154000000001,268.7833633817031,02,Electricity from REG,,,,Cement,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,,,,Yes,Yes,,,,Category 3,Tenant
Kigali City,Kicukiro,39,Urban,3,Ordinary HH,274.0154000000001,268.7833633817031,01,Electricity from REG,,,,Clay tiles,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,,,Yes,,,,,Category 3,Tenant
Kigali City,Kicukiro,39,Urban,4,Ordinary HH,274.0154000000001,268.7833633817031,01,Electricity from REG,,,,Cement,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,,,,,,,,,Category 3,Tenant
Kigali City,Kicukiro,39,Urban,5,Ordinary HH,274.0154000000001,268.7833633817031,01,Electricity from REG,,,,Cement,,,,Yes,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,,,,,Category 3,Tenant
Kigali City,Kicukiro,39,Urban,6,Ordinary HH,274.0154000000001,268.7833633817031,02,Electricity from REG,,,,Clay tiles,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,,,,Yes,,,,,Category 3,Owner
Kigali City,Kicukiro,39,Urban,7,Ordinary HH,274.0154000000001,268.7833633817031,02,Electricity from REG,,,,Clay tiles,,Yes,,Yes,,,,,,Yes,,,Yes,,Yes,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,Category 3,Owner
Kigali City,Kicukiro,39,Urban,8,Ordinary HH,274.0154000000001,268.7833633817031,01,Electricity from REG,,,,Cement,,,,Yes,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,Category 3,Tenant
Kigali City,Kicukiro,39,Urban,9,Ordinary HH,274.0154000000001,268.7833633817031,01,Electricity from REG,,,,Cement,,,,Yes,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,,,,,,,,,Category 2,Owner
Kigali City,Kicukiro,39,Urban,10,Ordinary HH,274.0154000000001,268.7833633817031,01,Electricity from REG,,,,Cement,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,,,Yes,,,Yes,,,,,,,,Category 2,Tenant
Kigali City,Kicukiro,39,Urban,11,Ordinary HH,274.0154000000001,268.7833633817031,01,Electricity from REG,,,,Cement,,Yes,,,,,,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,,Yes,,,,,,,,Category 3,Tenant
Kigali City,Kicukiro,39,Urban,12,Ordinary HH,274.0154000000001,268.7833633817031,02,Electricity from REG,,,,Beaten earth,,,,Yes,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,Yes,,,,,Category 2,Free lodging
Kigali City,Kicukiro,39,Urban,13,Ordinary HH,274.0154000000001,268.7833633817031,02,Electricity from REG,,,,Cement,,Yes,,,,,,Yes,,,,,,,,Yes,,,,,Yes,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,,,,,,,,,Category 2,Owner
Kigali City,Kicukiro,39,Urban,14,Ordinary HH,274.0154000000001,268.7833633817031,01,Electricity from REG,,,,Cement,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,,,Category 3,Tenant
Kigali City,Kicukiro,39,Urban,15,Ordinary HH,274.0154000000001,268.7833633817031,02,Electricity from REG,,,,Cement,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,Category 2,Tenant
Kigali City,Kicukiro,39,Urban,16,Ordinary HH,274.0154000000001,268.7833633817031,01,Electricity from REG,,,,Cement,,,,Yes,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,Category 3,Tenant
Kigali City,Kicukiro,39,Urban,17,Ordinary HH,274.0154000000001,268.7833633817031,01,Electricity from REG,,,,Cement,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Category 3,Owner
Kigali City,Kicukiro,39,Urban,18,Ordinary HH,274.0154000000001,268.7833633817031,01,Electricity from REG,,,,Cement,,,,Yes,,,,Yes,,,,,,,,Yes,,,,,,,Yes,,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,Yes,,,,,Category 2,Free lodging
Kigali City,Kicukiro,40,Urban,1,Ordinary HH,93.92551368421053,94.78485448580354,02,Torch/Phone,,,,Cement,,Yes,,,,,,,,,Yes,None,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Category 1,Tenant
Kigali City,Kicukiro,40,Urban,2,Ordinary HH,637.3517000000002,691.784389533238,01,Electricity from REG,,,,Cement,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Category 2,Owner
Kigali City,Kicukiro,40,Urban,3,Ordinary HH,637.3517000000002,691.784389533238,01,Electricity from REG,,,,Clay tiles,,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,Yes,,,,Category 2,Owner
Kigali City,Kicukiro,40,Urban,4,Ordinary HH,637.3517000000002,691.784389533238,02,Electricity from REG,,,,Beaten earth,,,Yes,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,Yes,,,,,,,,,,,Category 2,Tenant
Kigali City,Kicukiro,40,Urban,5,Ordinary HH,637.3517000000002,691.784389533238,01,Electricity from REG,,,,Cement,,,,Yes,,,,,Yes,,,,,,,Yes,,,,,Yes,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Category 2,Owner
Kigali City,Kicukiro,40,Urban,6,Ordinary HH,637.3517000000002,691.784389533238,01,Electricity from REG,,,,Cement,,Yes,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,Yes,,,,,,,Yes,,,Yes,Yes,,,,Category 3,Owner
Kigali City,Kicukiro,40,Urban,7,Ordinary HH,637.3517000000002,691.784389533238,02,Electricity from REG,,,,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,Category 1,Tenant
Kigali City,Kicukiro,40,Urban,8,Ordinary HH,637.3517000000002,691.784389533238,01,Electricity from REG,,,,Cement,,,,,Yes,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Category 2,Owner
Kigali City,Kicukiro,40,Urban,9,Ordinary HH,637.3517000000002,691.784389533238,01,Electricity from REG,,,,Clay tiles,,,,Yes,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,Category 2,Owner
Kigali City,Kicukiro,40,Urban,10,Ordinary HH,637.3517000000002,691.784389533238,01,Electricity from REG,,,,Beaten earth,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,Yes,,,,,,,,,Yes,,,,,Don't know/ Don't have,Tenant
Kigali City,Kicukiro,40,Urban,11,Ordinary HH,637.3517000000002,691.784389533238,01,Electricity from REG,,,,Cement,,Yes,,,,,,,Yes,,,,Yes,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,Yes,,,,Category 3,Owner
Kigali City,Kicukiro,40,Urban,13,Ordinary HH,93.92551368421053,94.78485448580354,01,Candle,,,,Beaten earth,,,,Yes,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,Category 1,Free lodging
Kigali City,Kicukiro,40,Urban,14,Ordinary HH,93.92551368421053,94.78485448580354,02,Torch/Phone,,,,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,,Yes,,Yes,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Category 2,Tenant
Kigali City,Kicukiro,40,Urban,15,Ordinary HH,637.3517000000002,691.784389533238,01,Electricity from REG,,,,Cement,,,,Yes,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,Category 2,Free lodging
Kigali City,Kicukiro,40,Urban,16,Ordinary HH,637.3517000000002,691.784389533238,01,Electricity from REG,,,,Clay tiles,,Yes,,,,,,Yes,,,,,,,,Yes,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,Category 3,Owner
Kigali City,Kicukiro,40,Urban,17,Ordinary HH,637.3517000000002,691.784389533238,02,Electricity from REG,,,,Cement,,Yes,,,,,,Yes,,,,,Yes,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,,,,,,,,,Category 2,Owner
Kigali City,Kicukiro,40,Urban,18,Ordinary HH,637.3517000000002,691.784389533238,02,Electricity from REG,,,,Clay tiles,,Yes,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,Yes,Yes,,,,,Yes,,,,,Category 3,Owner
Kigali City,Kicukiro,41,Urban,1,Ordinary HH,301.3779720000001,290.7452941403841,01,Candle,,,,Beaten earth,,,Yes,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,Yes,,,,,Category 2,Owner
Kigali City,Kicukiro,41,Urban,2,Ordinary HH,316.5735,256.1209113629193,02,Electricity from REG,,,,Cement,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,Yes,,,,,Category 2,Tenant
Kigali City,Kicukiro,41,Urban,3,Ordinary HH,316.5735,256.1209113629193,01,Electricity from REG,,,,Clay tiles,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,,,,Yes,,,,Category 3,Owner
Kigali City,Kicukiro,41,Urban,4,Ordinary HH,316.5735,256.1209113629193,02,Electricity from REG,,,,Cement,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,,,,Yes,Yes,Yes,,,,Yes,,,,,Category 2,Owner
Kigali City,Kicukiro,41,Urban,5,Ordinary HH,316.5735,256.1209113629193,01,Electricity from REG,,,,Cement,,,,Yes,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,Yes,,,,,,,Yes,,,,,,,,Category 3,Owner
Kigali City,Kicukiro,41,Urban,6,Ordinary HH,316.5735,256.1209113629193,01,Electricity from REG,,,,Cement,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,Yes,Yes,,,,,Yes,,,,,Category 2,Owner
Kigali City,Kicukiro,41,Urban,7,Ordinary HH,316.5735,256.1209113629193,01,Electricity from REG,,,,Cement,,,Yes,,,,,Yes,,,,,,Yes,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,,,,Yes,,,,,Category 2,Tenant
Kigali City,Kicukiro,41,Urban,8,Ordinary HH,316.5735,256.1209113629193,02,Electricity from REG,,,,Cement,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,Category 2,Tenant
Kigali City,Kicukiro,41,Urban,9,Ordinary HH,316.5735,256.1209113629193,01,Electricity from REG,,,,Cement,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,Category 2,Tenant
Kigali City,Kicukiro,41,Urban,10,Ordinary HH,316.5735,256.1209113629193,02,Electricity from REG,,,,Cement,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,,,,,,,,,Category 2,Owner
Kigali City,Kicukiro,41,Urban,11,Ordinary HH,316.5735,256.1209113629193,01,Electricity from REG,,,,Clay tiles,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,Don't know/ Don't have,Owner
Kigali City,Kicukiro,41,Urban,13,Ordinary HH,316.5735,256.1209113629193,01,Electricity from REG,,,,Cement,,Yes,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,,,,,,,,,Category 2,Owner
Kigali City,Kicukiro,41,Urban,14,Ordinary HH,316.5735,256.1209113629193,01,Electricity from REG,,,,Cement,,Yes,,,,,,Yes,,,,,Yes,Yes,,,,,,,,,,,Yes,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,,,,,Yes,,,,Category 3,Tenant
Kigali City,Kicukiro,41,Urban,15,Ordinary HH,316.5735,256.1209113629193,02,Electricity from REG,,,,Cement,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,,,,,,,,,Category 2,Owner
Kigali City,Kicukiro,41,Urban,16,Ordinary HH,316.5735,256.1209113629193,03,Electricity from REG,,,,Cement,,Yes,,Yes,,,,,,Yes,,,,,Yes,,,,,,Yes,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,Category 3,Tenant
Kigali City,Kicukiro,41,Urban,17,Ordinary HH,316.5735,256.1209113629193,02,Electricity from REG,,,,Clay tiles,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,Yes,,Yes,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Category 3,Owner
Kigali City,Kicukiro,41,Urban,18,Ordinary HH,316.5735,256.1209113629193,01,Electricity from REG,,,,Cement,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,,,,,,,,,Category 2,Owner
Kigali City,Kicukiro,41,Urban,20,Ordinary HH,316.5735,256.1209113629193,02,Electricity from REG,,,,Clay tiles,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,,,,,Yes,,,,,Yes,,,,,Category 2,Tenant
Kigali City,Kicukiro,42,Urban,1,Ordinary HH,101.3166,116.2896414391053,01,Electricity from REG,,,,Cement,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,,Yes,Yes,,,,,,,,,,Category 3,Owner
Kigali City,Kicukiro,42,Urban,2,Ordinary HH,101.3166,116.2896414391053,01,Electricity from REG,,,,Cement,,,,Yes,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,Yes,,,,Category 2,Owner
Kigali City,Kicukiro,42,Urban,3,Ordinary HH,101.3166,116.2896414391053,01,Electricity from REG,,,,Cement,,,,,Yes,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,Yes,Yes,,,,,Yes,,,,,,Yes,,,,,Category 3,Free lodging
Kigali City,Kicukiro,42,Urban,4,Ordinary HH,101.3166,116.2896414391053,01,Electricity from REG,,,,Clay tiles,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,Yes,Yes,,,,,Yes,,,,,Category 3,Owner
Kigali City,Kicukiro,42,Urban,5,Ordinary HH,101.3166,116.2896414391053,01,Electricity from REG,,,,Cement,,Yes,,,,,,Yes,Yes,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,Yes,,,,,,Yes,,,,,Category 3,Tenant
Kigali City,Kicukiro,42,Urban,6,Ordinary HH,101.3166,116.2896414391053,01,Electricity from REG,,,,Cement,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,Yes,,,Yes,,,,,Category 3,Tenant
Kigali City,Kicukiro,42,Urban,7,Ordinary HH,101.3166,116.2896414391053,01,Electricity from REG,,,,Clay tiles,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,,,,Yes,,,,,Yes,,,,,Category 3,Owner
Kigali City,Kicukiro,42,Urban,8,Ordinary HH,101.3166,116.2896414391053,02,Electricity from REG,,,,Cement,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Doesn't know,Yes,Yes,Yes,Yes,,,,,,,,,,Yes,,,,Category 3,Tenant
Kigali City,Kicukiro,42,Urban,9,Ordinary HH,101.3166,116.2896414391053,01,Electricity from REG,,,,Cement,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,Category 3,Owner
Kigali City,Kicukiro,42,Urban,10,Ordinary HH,101.3166,116.2896414391053,01,Electricity from REG,,,,Cement,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,Category 3,Tenant
Kigali City,Kicukiro,42,Urban,11,Ordinary HH,101.3166,116.2896414391053,01,Electricity from REG,,,,Cement,,,,Yes,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Category 2,Owner
Kigali City,Kicukiro,42,Urban,12,Ordinary HH,101.3166,116.2896414391053,01,Electricity from REG,,,,Cement,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,,Yes,,,,,,,,,Yes,,,,,Category 3,Tenant
Kigali City,Kicukiro,42,Urban,13,Ordinary HH,101.3166,116.2896414391053,01,Electricity from REG,,,,Cement,,,,Yes,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,Category 3,Owner
Kigali City,Kicukiro,42,Urban,14,Ordinary HH,101.3166,116.2896414391053,01,Electricity from REG,,,,Cement,,,Yes,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Category 2,Owner
Kigali City,Kicukiro,42,Urban,15,Ordinary HH,101.3166,116.2896414391053,01,Electricity from REG,,,,Cement,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,,Category 2,Tenant
Kigali City,Kicukiro,42,Urban,16,Ordinary HH,101.3166,116.2896414391053,03,Electricity from REG,,,,Cement,,,,Yes,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,Category 1,Tenant
Kigali City,Kicukiro,42,Urban,17,Ordinary HH,101.3166,116.2896414391053,01,Electricity from REG,,,,Cement,,,Yes,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,Yes,,,,,Category 2,Tenant
Kigali City,Kicukiro,42,Urban,18,Ordinary HH,101.3166,116.2896414391053,01,Electricity from REG,,,,Clay tiles,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,,,,,,,,,Category 2,Tenant
Kigali City,Kicukiro,43,Urban,1,Ordinary HH,27.05977279693486,27.22056586411132,01,Candle,,,,Cement,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,Yes,No,,,,,,,,,,,,,,,,Category 3,Owner
Kigali City,Kicukiro,43,Urban,2,Ordinary HH,415.4471,431.1255145029593,01,Electricity from REG,,,,Cement,,Yes,,,,,,Yes,,,,,,Yes,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Category 3,Tenant
Kigali City,Kicukiro,43,Urban,3,Ordinary HH,415.4471,431.1255145029593,01,Electricity from REG,,,,Cement,,Yes,,Yes,,,,Yes,Yes,,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,Category 2,Tenant
Kigali City,Kicukiro,43,Urban,4,Ordinary HH,415.4471,431.1255145029593,01,Electricity from REG,,,,Clay tiles,,,,Yes,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Category 2,Owner
Kigali City,Kicukiro,43,Urban,5,Ordinary HH,415.4471,431.1255145029593,01,Electricity from REG,,,,Clay tiles,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,Yes,,,,,Don't know/ Don't have,Tenant
Kigali City,Kicukiro,43,Urban,7,Ordinary HH,415.4471,431.1255145029593,01,Electricity from REG,,,,Cement,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,Yes,,,,,,Category 3,Free lodging
Kigali City,Kicukiro,43,Urban,8,Ordinary HH,415.4471,431.1255145029593,01,Electricity from REG,,,,Beaten earth,,Yes,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,,,,Category 2,Tenant
