Cluster,HI05,HH_WT,C_hhweight,PROVINCE,DISTRICT,HI04,TYPEHH,E00A,E01A,E01B,E01C,E02A,E02B,E02C,E03A,E03B,E03C,E04A,E04B,E04C,E05A,E05B,E05C,E06A,E06B,E06C,E07A,E07B,E07C,E08A,E08B,E09A,E09B,E09C,E10A,E10B,E10C,E11A,E11B,E13A,E13B,E14A,E14B,E15A,E15B,E16A,E16B,E17A,E17B,E18A,E18B,E20A,E20B,E21A,E21B,E22A,E22B,E23A,E23B,E24A,E24B,E26A,E26B,E27A,E27B,E28A,E28B,E29A,E29B,E30A,E30B,E30C,E31A,E31B,E31C,E32A,E32B,E32C,E33A,E33B,E34A,E34B,E35A,E35B,E37A,E37B,E38,E38_OTHER,F01,F10,F10_OTHER
60,7,131.6717,133.7738781128988,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,4,Yes,7,0,,,1,Yes,1,0,,,1,Yes,3,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,Kept at home,,01,Electric lighting,
60,8,41.58053684210525,38.33003374210595,Southern Province,Gisagara,Rural,HH Surrounding Camp,1,0,,,0,,,2,Yes,4,0,,,1,Yes,3,1,Yes,6,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,Solar powered light source,
60,9,131.6717,133.7738781128988,Southern Province,Gisagara,Rural,HH Surrounding Camp,1,0,,,0,,,0,,,3,Yes,5,0,,,1,Yes,6,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,Electric lighting,
60,10,131.6717,133.7738781128988,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,3,Yes,3,1,Yes,1,1,Yes,6,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,Electric lighting,
60,11,131.6717,133.7738781128988,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,3,Yes,3,0,,,1,Yes,2,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,Kept at home,,01,Electric lighting,
60,12,41.58053684210525,38.33003374210595,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,0,,,1,Yes,4,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,"Other, specify",Have no appliances out of use,01,"Other, specify",Torch
60,13,41.58053684210525,38.33003374210595,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,0,,,1,Yes,3,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,No children currently enrolled in school/studying only during daylight,
60,14,131.6717,133.7738781128988,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,5,Yes,12,0,,,0,,,0,,,0,,,0,,,1,Yes,2,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,In nature,,02,No children currently enrolled in school/studying only during daylight,
60,15,131.6717,133.7738781128988,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,2,Yes,3,0,,,0,,,0,,,0,,,0,,,1,Yes,3,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,In nature,,01,Electric lighting,
60,16,131.6717,133.7738781128988,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,9,Yes,12,0,,,0,,,0,,,0,,,0,,,1,Yes,10,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,In nature,,01,Electric lighting,
60,17,41.58053684210525,38.33003374210595,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,3,Yes,1,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,02,Solar powered light source,
60,18,131.6717,133.7738781128988,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,1,Yes,4,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,No children currently enrolled in school/studying only during daylight,
61,1,32.60649948717949,34.66676510422474,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,0,,,1,Yes,2,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,In nature,,02,Solar powered light source,
61,2,32.60649948717949,34.66676510422474,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,0,,,1,Yes,3,1,Yes,6,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,"Other, specify",Torch
61,3,32.60649948717949,34.66676510422474,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,0,,,1,Yes,2,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,No children currently enrolled in school/studying only during daylight,
61,4,32.60649948717949,34.66676510422474,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,0,,,0,,,0,,,1,Yes,4,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,Kept at home,,01,Solar powered light source,
61,5,32.60649948717949,34.66676510422474,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,0,,,1,Yes,4,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,02,No children currently enrolled in school/studying only during daylight,
61,6,32.60649948717949,34.66676510422474,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,No children currently enrolled in school/studying only during daylight,
61,7,32.60649948717949,34.66676510422474,Southern Province,Gisagara,Rural,HH Surrounding Camp,1,0,,,0,,,0,,,0,,,2,Yes,3,1,Yes,5,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,No,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,"Other, specify",Torch
61,8,32.60649948717949,34.66676510422474,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,1,No,8,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,No children currently enrolled in school/studying only during daylight,
61,9,32.60649948717949,34.66676510422474,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,03,"Other, specify",Phone  torch
61,10,102.5527,100.9665520972055,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,7,Yes,6,0,,,0,,,1,Yes,3,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,1,Yes,0,,,0,,,1,Yes,2,0,,0,,0,,0,,With other garbage,,01,Electric lighting,
61,11,102.5527,100.9665520972055,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,4,Yes,7,1,Yes,1,0,,,2,Yes,5,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,1,Yes,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,No children currently enrolled in school/studying only during daylight,
61,12,102.5527,100.9665520972055,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,2,Yes,3,0,,,1,Yes,1,1,No,12,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,02,No children currently enrolled in school/studying only during daylight,
61,13,102.5527,100.9665520972055,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,2,Yes,3,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,No children currently enrolled in school/studying only during daylight,
61,14,32.60649948717949,34.66676510422474,Southern Province,Gisagara,Rural,HH Surrounding Camp,1,0,,,0,,,0,,,0,,,1,Yes,0,1,Yes,4,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,Yes,0,,,0,,,0,,,0,,0,,0,,0,,"Other, specify",They sell it,01,Solar powered light source,
61,15,102.5527,100.9665520972055,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,3,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,02,No children currently enrolled in school/studying only during daylight,
61,16,102.5527,100.9665520972055,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,2,Yes,6,0,,,1,Yes,2,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,"Other, specify",Have no appliances out of use,01,Electric lighting,
61,17,102.5527,100.9665520972055,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,2,Yes,4,0,,,1,Yes,2,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,"Other, specify",Have no appliances out of use,01,Electric lighting,
61,18,102.5527,100.9665520972055,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,5,Yes,12,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,No children currently enrolled in school/studying only during daylight,
62,1,107.9633,104.230411542297,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,3,Yes,3,0,,,1,Yes,2,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,"Other, specify",Have no appliances out of use,02,No children currently enrolled in school/studying only during daylight,
62,2,40.30629866666667,42.51751868209943,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,0,,,1,Yes,3,1,Yes,2,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,"Other, specify",Have no appliances out of use,01,No children currently enrolled in school/studying only during daylight,
62,3,107.9633,104.230411542297,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,3,Yes,3,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,"Other, specify",Have no appliances out of use,02,Electric lighting,
62,4,40.30629866666667,42.51751868209943,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,0,,,1,Yes,1,0,,,1,Yes,5,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,No children currently enrolled in school/studying only during daylight,
62,5,40.30629866666667,42.51751868209943,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,Yes,0,,,0,,,0,,,0,,0,,0,,0,,Kept at home,,02,Solar powered light source,
62,6,40.30629866666667,42.51751868209943,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,0,,,1,Yes,2,0,,,1,No,12,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,Kept at home,,01,"Other, specify",Torch
62,7,40.30629866666667,42.51751868209943,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,0,,,1,Yes,3,1,Yes,2,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,In nature,,01,No children currently enrolled in school/studying only during daylight,
62,8,40.30629866666667,42.51751868209943,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,No children currently enrolled in school/studying only during daylight,
62,9,40.30629866666667,42.51751868209943,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,No children currently enrolled in school/studying only during daylight,
62,10,107.9633,104.230411542297,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,6,Yes,12,1,Yes,1,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,No children currently enrolled in school/studying only during daylight,
62,11,107.9633,104.230411542297,Southern Province,Gisagara,Rural,HH Surrounding Camp,1,3,Yes,2,0,,,0,,,0,,,0,,,0,,,1,Yes,7,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,02,Electric lighting,
62,12,40.30629866666667,42.51751868209943,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,No,0,,,0,,,0,,,0,,0,,0,,0,,Kept at home,,01,No children currently enrolled in school/studying only during daylight,
62,13,107.9633,104.230411542297,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,3,Yes,3,0,,,1,Yes,1,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,02,Electric lighting,
62,14,107.9633,104.230411542297,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,6,Yes,4,0,,,1,Yes,1,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,Yes,0,,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,02,Electric lighting,
62,15,40.30629866666667,42.51751868209943,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,0,,,1,Yes,2,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,No children currently enrolled in school/studying only during daylight,
62,16,40.30629866666667,42.51751868209943,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,0,,,1,Yes,3,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,"Other, specify",Have no appliances out of use,01,"Other, specify",Torch
62,17,107.9633,104.230411542297,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,2,Yes,3,1,Yes,1,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,Electric lighting,
62,18,107.9633,104.230411542297,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,4,Yes,3,1,Yes,1,1,Yes,6,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,Electric lighting,
63,1,71.29825839743592,65.15481707379413,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,0,,,1,Yes,1,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,"Other, specify",Have no appliances out of use,02,"Other, specify",Torch
63,2,71.29825839743592,65.15481707379413,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,0,,,1,Yes,2,1,Yes,3,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,Kept at home,,01,No children currently enrolled in school/studying only during daylight,
63,3,71.29825839743592,65.15481707379413,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,0,,,1,Yes,3,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,"Other, specify",They sell it,02,No children currently enrolled in school/studying only during daylight,
63,4,71.29825839743592,65.15481707379413,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,"Other, specify",Have no appliances out of use,01,No children currently enrolled in school/studying only during daylight,
63,5,71.29825839743592,65.15481707379413,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,0,,,1,Yes,3,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,"Other, specify",Torch
63,6,71.29825839743592,65.15481707379413,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,"Other, specify",Have no appliances out of use,01,Solar powered light source,
63,7,71.29825839743592,65.15481707379413,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,3,Yes,12,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,Solar powered light source,
63,8,71.29825839743592,65.15481707379413,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,3,No,8,0,,,1,No,12,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,02,Solar powered light source,
63,9,71.29825839743592,65.15481707379413,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,3,No,8,0,,,1,No,12,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,02,Solar powered light source,
63,10,71.29825839743592,65.15481707379413,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,0,,,1,Yes,2,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,No children currently enrolled in school/studying only during daylight,
63,11,71.29825839743592,65.15481707379413,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,Kept at home,,01,No children currently enrolled in school/studying only during daylight,
63,12,6.823637,6.732506251579617,Southern Province,Gisagara,Rural,HH Surrounding Camp,1,0,,,0,,,4,Yes,5,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,"Other, specify",Have no appliances out of use,01,Electric lighting,
63,13,71.29825839743592,65.15481707379413,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,3,Yes,12,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,In nature,,02,Solar powered light source,
63,14,6.823637,6.732506251579617,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,2,Yes,4,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,"Other, specify",Have no appliances out of use,01,Electric lighting,
63,15,6.823637,6.732506251579617,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,3,Yes,4,1,Yes,1,0,,,1,Yes,2,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,Electric lighting,
63,16,71.29825839743592,65.15481707379413,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,4,Yes,12,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,Solar powered light source,
63,17,6.823637,6.732506251579617,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,5,Yes,6,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,"Other, specify",Have no appliances out of use,01,Electric lighting,
63,18,6.823637,6.732506251579617,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,3,Yes,4,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,Kept at home,,01,Electric lighting,
64,1,72.75357836065574,65.06711909665454,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,Kept at home,,01,No children currently enrolled in school/studying only during daylight,
64,2,72.75357836065574,65.06711909665454,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,Kept at home,,01,No children currently enrolled in school/studying only during daylight,
64,3,72.75357836065574,65.06711909665454,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,No children currently enrolled in school/studying only during daylight,
64,4,72.75357836065574,65.06711909665454,Southern Province,Gisagara,Rural,HH Surrounding Camp,0,0,,,0,,,0,,,0,,,1,Yes,2,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,"Other, specify",No electricity,01,No children currently enrolled in school/studying only during daylight,
64,5,54.92535,53.80802048772765,Southern Province,Gisagara,Rural,HH Surrounding Camp,1,0,,,0,,,0,,,4,Yes,4,0,,,1,Yes,8,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,Electric lighting,
